asr,diar,oracle,clip_id,cp_errors,cp_len,di_errors,di_len,wer_errors,wer_len,wder_errors,wder_len,ref_words,hyp_words,ref_spk,hyp_spk
indicconformer,sortformer_stream+rule,False,J4-VpEkBzWw__000000000_000600000,1439,1552,1442,1552,944,1552,584,967,1552,980,7,4
indicconformer,sortformer_stream+rule,False,JBYGLQJwFDc__000103000_000407000,629,680,629,680,624,680,15,119,680,122,3,2
indicconformer,sortformer_stream+rule,False,JSB1CeS4pP8__000000000_000632000,1520,2088,1520,2088,1473,2088,111,807,2088,817,4,4
indicconformer,sortformer_stream+rule,False,Jc5AVwg2cZM__000153000_000214000,158,172,156,172,154,172,14,51,172,51,3,3
indicconformer,sortformer_stream+rule,False,KAtdcDieQMw__000057000_000599000,1590,1742,1585,1742,1245,1742,463,930,1742,938,3,4
indicconformer,sortformer_stream+rule,False,KPkRi3GM7fs__000047000_000642000,1600,1773,1600,1773,790,1773,549,1477,1773,1501,3,2
indicconformer,sortformer_stream+rule,False,Kdi-ECuOaKg__000002000_000078000,71,91,71,91,54,91,29,62,91,63,6,3
indicconformer,sortformer_stream+rule,False,L7xRazDdtgw__000019000_000083000,102,102,102,102,102,102,17,21,102,21,3,1
indicconformer,sortformer_stream+rule,False,LBIWBxQ5H1s__000090000_001020000,2213,2452,2213,2452,2007,2452,468,888,2452,896,4,4
indicconformer,sortformer_stream+rule,False,LK23jX9tgZM__000059000_000221000,469,548,469,548,469,548,1,90,548,90,3,2
indicconformer,sortformer_stream+rule,False,LctYmmr9-Vg__000000000_000061000,113,139,113,139,109,139,10,54,139,54,2,2
indicconformer,sortformer_stream+rule,False,LqQHdo7t5Ps__000198000_000498000,340,692,340,692,337,692,22,470,692,476,3,3
indicconformer,sortformer_stream+rule,False,Md3p6RTanBg__000315000_000426000,214,298,214,298,190,298,14,145,298,147,3,3
indicconformer,sortformer_stream+rule,False,MmtWBUK2DKE__000000000_000310000,1204,1083,1204,1083,1083,1083,507,643,1083,643,5,2
indicconformer,sortformer_stream+rule,False,NLgHpYyf5bY__000313000_000383000,240,240,240,240,240,240,59,192,240,192,2,2
indicconformer,sortformer_stream+rule,False,NuhdqCEuIBo__000197000_000540000,994,1369,994,1369,989,1369,40,503,1369,504,3,3
indicconformer,sortformer_stream+rule,False,O4_aeGFzZ8A__000000000_000335000,618,702,618,702,433,702,162,454,702,459,8,4
indicconformer,sortformer_stream+rule,False,OXUt5KnlUMo__000091000_000181000,185,248,185,248,186,248,9,113,248,115,2,2
indicconformer,sortformer_stream+rule,False,OxYCBQKZ3iY__000000000_001822000,5525,5525,5525,5525,5525,5525,1081,1338,5525,1338,7,4
indicconformer,sortformer_stream+rule,False,PCUA2q2C-2A__000045000_000107000,48,154,48,154,46,154,1,144,154,151,3,3
indicconformer,sortformer_stream+rule,False,PEDfT9-Yf2o__000000000_000469000,598,1051,598,1051,407,1051,151,768,1051,781,3,3
indicconformer,sortformer_stream+rule,False,PQB3-4sZUeY__000000000_001132000,2875,3024,2875,3024,2709,3024,432,690,3024,694,4,4
indicconformer,sortformer_stream+rule,False,PRAzUz0GANs__000223000_000283000,176,194,175,194,166,194,34,83,194,83,2,3
indicconformer,sortformer_stream+rule,False,PSIzXy5-y2E__000002000_000918000,2075,2480,2074,2480,1731,2480,430,1268,2480,1281,3,4
indicconformer,sortformer_stream+rule,False,PVDfS7lcJHY__000000000_000360000,937,1036,937,1036,868,1036,144,345,1036,348,6,4
indicconformer,sortformer_stream+rule,False,Pjre5dpnKGA__000000000_000330000,673,769,660,769,641,769,99,274,769,274,4,4
indicconformer,sortformer_stream+rule,False,QhpjuNTZoA8__000000000_000586000,1268,1572,1268,1572,1157,1572,245,838,1572,848,3,3
indicconformer,sortformer_stream+rule,False,QuA_B6IZ6Ls__000061000_001863000,6635,6635,6635,6635,6635,6635,1903,2774,6635,2774,4,4
indicconformer,sortformer_stream+rule,False,RL2fhIEEbZg__000000000_000065000,111,164,111,164,111,164,5,72,164,72,3,2
indicconformer,sortformer_stream+rule,False,RL2fhIEEbZg__000066000_001034000,1856,2570,1820,2570,1779,2570,143,1236,2570,1248,3,4
indicconformer,sortformer_stream+rule,False,RWTmftezCwI__000000000_000060000,90,119,90,119,90,119,1,59,119,60,2,2
indicconformer,sortformer_stream+rule,False,RZUZyvRzi80__000000000_000336000,651,1085,651,1085,327,1085,182,885,1085,902,4,3
indicconformer,sortformer_stream+rule,False,SZ7ay4OjfAE__000000000_000897000,2009,2159,2008,2159,1805,2159,535,720,2159,729,5,4
indicconformer,sortformer_stream+rule,False,T3I2T-cfhG4__000160000_000210000,53,116,53,116,53,116,0,88,116,90,2,2
indicconformer,sortformer_stream+rule,False,TU3M6wSQV_g__000099000_000171000,151,216,151,216,148,216,5,103,216,104,2,2
indicconformer,sortformer_stream+rule,False,Tlha36rSd5o__000240000_000374000,250,318,250,318,248,318,1,149,318,154,2,2
indicconformer,sortformer_stream+rule,False,TrPnW5kLAyQ__000093000_000513000,831,1099,831,1099,757,1099,92,573,1099,580,4,4
indicconformer,sortformer_stream+rule,False,U_EHjxThUgc__000181000_000289000,194,299,194,299,132,299,36,204,299,208,3,2
indicconformer,sortformer_stream+rule,False,VHlIFsHPWbk__000023000_000470000,1032,1329,1032,1329,713,1329,429,889,1329,904,4,4
indicconformer,sortformer_stream+rule,False,VKY0uuZ6Om8__000575000_000935000,860,1077,811,1077,757,1077,125,468,1077,471,3,3
indicconformer,sortformer_stream+rule,False,VY_4x1scS-Y__000013000_000121000,320,336,320,336,319,336,6,59,336,60,4,3
indicconformer_free,pyannote31,False,0AEEA8NyVwY__000011000_000609000,1085,1333,1085,1333,1083,1333,47,952,1333,961,3,3
indicconformer_free,pyannote31,False,0SoItGfM_sY__000007000_000088000,160,165,160,165,160,165,7,138,165,138,5,5
indicconformer_free,pyannote31,False,0VEwL9XZ0LY__000261000_000557000,625,873,625,873,611,873,33,811,873,840,2,2
indicconformer_free,pyannote31,False,0esIFSOAcFs__000000000_000913000,2587,2748,2587,2748,2584,2748,80,1348,2748,1353,3,3
indicconformer_free,pyannote31,False,0p6cktLGIfY__000012000_000930000,2447,2567,2447,2567,2448,2567,169,1018,2567,1027,6,5
indicconformer_free,pyannote31,False,13VBh0Z6QmE__000000000_000904000,2488,2499,2486,2499,2485,2499,121,182,2499,182,4,5
indicconformer_free,pyannote31,False,1LFl5JEipII__000000000_000597000,1556,1590,1555,1590,1552,1590,129,299,1590,299,5,5
indicconformer_free,pyannote31,False,2HGP34TNvjg__000084000_000194000,278,296,278,296,278,296,8,232,296,250,2,2
indicconformer_free,pyannote31,False,2LN6vb7EBn0__000098000_000394000,745,751,745,751,744,751,26,40,751,40,3,3
indicconformer_free,pyannote31,False,2T4pjueLrsk__000677000_001290000,2263,2314,2263,2314,2260,2314,169,546,2314,548,4,3
indicconformer_free,pyannote31,False,2gGHQgj9yno__000000000_000099000,279,285,279,285,279,285,20,59,285,60,4,2
indicconformer_free,pyannote31,False,2iMXYxBTwbM__000339000_000401000,180,188,180,188,180,188,22,45,188,45,3,2
indicconformer_free,pyannote31,False,37dND_0r6S8__000060000_000222000,557,557,557,557,557,557,1,3,557,3,2,2
indicconformer_free,pyannote31,False,4Qg2jWP6_T0__000136000_000202000,264,266,264,266,263,266,47,92,266,92,3,3
indicconformer_free,pyannote31,False,6-726qTlYeg__000102000_000162000,210,214,210,214,211,214,48,87,214,87,2,2
indicconformer_free,pyannote31,False,6ZeRgvDHwcI__000006000_000100000,182,189,182,189,180,189,27,77,189,77,2,2
indicconformer_free,pyannote31,False,6f6TLzlP8Wk__000082000_000144000,234,236,234,236,234,236,57,115,236,115,2,2
indicconformer_free,pyannote31,False,7L4gi7Ncc0s__000090000_000148000,126,125,126,125,125,125,7,122,125,122,2,2
indicconformer_free,pyannote31,False,7WhVNRHbjIY__000091000_001089000,2425,2482,2425,2482,2425,2482,128,358,2482,359,5,5
indicconformer_free,pyannote31,False,7YfsQPYY-W0__000351000_000411000,207,208,207,208,207,208,2,30,208,30,2,2
indicconformer_free,pyannote31,False,7c9ePKgqams__000299000_000869000,1392,1522,1392,1522,1388,1522,91,1211,1522,1250,4,3
indicconformer_free,pyannote31,False,7k-xDqNjESc__000073000_000981000,2162,2239,2162,2239,2070,2239,312,1814,2239,1842,4,2
indicconformer_free,pyannote31,False,83gP2vLH7UY__000255000_002005000,5045,5799,5045,5799,5034,5799,347,3225,5799,3312,5,5
indicconformer_free,pyannote31,False,86mMTUeDiR8__000181000_001079000,2323,2393,2323,2393,2305,2393,257,745,2393,751,5,4
indicconformer_free,pyannote31,False,87Zbup3ohcw__000106000_000445000,701,749,685,749,684,749,19,326,749,331,4,5
indicconformer_free,pyannote31,False,8Ve4SWhlrrA__000000000_000070000,124,133,124,133,121,133,5,132,133,136,2,1
indicconformer_free,pyannote31,False,8mvORuRHw2U__000000000_001197000,3328,3492,3328,3492,3317,3492,289,1112,3492,1121,4,4
indicconformer_free,pyannote31,False,8o7jKmq6HsM__000030000_001770000,4106,4572,4106,4572,4104,4572,146,1945,4572,1962,6,6
indicconformer_free,pyannote31,False,8pkp-lpMJP0__000326000_000926000,1476,1535,1476,1535,1470,1535,268,724,1535,725,8,6
indicconformer_free,pyannote31,False,8r2Nltl0W4o__000259000_000320000,229,253,229,253,227,253,2,167,253,181,2,1
indicconformer_free,pyannote31,False,90uAd6xpTPo__000016000_000408000,1120,1212,1120,1212,1118,1212,51,921,1212,939,4,4
indicconformer_free,pyannote31,False,9Aw8kg8w5Xo__000000000_000083000,186,199,186,199,186,199,14,132,199,132,4,2
indicconformer_free,pyannote31,False,9_GMxc_JjyI__000236000_000368000,353,371,353,371,349,371,38,299,371,303,2,1
indicconformer_free,pyannote31,False,ARCKJrGkITw__000014000_000496000,1214,1375,1214,1375,1201,1375,153,1015,1375,1032,3,3
indicconformer_free,pyannote31,False,ARZl7LT0UC0__000073000_000130000,151,153,151,153,151,153,26,67,153,67,3,3
indicconformer_free,pyannote31,False,A_dohDOK6Ic__000000000_000600000,1693,1829,1693,1829,1692,1829,63,907,1829,912,3,3
indicconformer_free,pyannote31,False,B2ScTgeIIck__000117000_000180000,171,174,171,174,170,174,25,96,174,96,2,2
indicconformer_free,pyannote31,False,BGAAfht5dYw__000000000_000612000,2065,2105,2062,2105,2062,2105,164,435,2105,435,4,5
indicconformer_free,pyannote31,False,BYLcUGNB_zM__000020000_001387000,3114,3287,3114,3287,3108,3287,144,2955,3287,3007,4,4
indicconformer_free,pyannote31,False,Bngfppo1QtA__000028000_000927000,2381,2456,2374,2456,2366,2456,251,863,2456,867,5,6
indicconformer_free,pyannote31,False,CO_8ppdzq9U__000000000_000695000,1501,1591,1501,1591,1501,1591,157,859,1591,875,4,4
indicconformer_free,pyannote31,False,Cku_X_SL7qU__000060000_000660000,1761,1778,1761,1778,1761,1778,150,351,1778,351,3,3
indicconformer_free,pyannote31,False,DPmew0didIM__000191000_000512000,741,768,741,768,742,768,105,495,768,497,5,4
indicconformer_free,pyannote31,False,EmsKkNN2Me4__000035000_000095000,175,179,175,179,175,179,41,81,179,81,2,2
indicconformer_free,pyannote31,False,ExGJodnzocM__000212000_000527000,1114,1161,1114,1161,1114,1161,171,395,1161,396,4,4
indicconformer_free,pyannote31,False,F2uXav-wriA__000000000_000907000,2574,2765,2574,2765,2562,2765,257,1854,2765,1884,4,4
indicconformer_free,pyannote31,False,FDMf9ApmoNU__000016000_000686000,1615,1670,1615,1670,1612,1670,128,489,1670,490,4,3
indicconformer_free,pyannote31,False,G6qzg93FxwE__000021000_000116000,231,267,231,267,231,267,5,147,267,148,2,2
indicconformer_free,pyannote31,False,GEc_sS2KWo8__000096000_000290000,508,518,508,518,505,518,45,237,518,237,4,2
indicconformer_free,pyannote31,False,GfFLEIAAumk__000090000_000163000,207,216,207,216,207,216,7,79,216,79,2,2
indicconformer_free,pyannote31,False,Gq45evw6ytY__000597000_001464000,2660,2740,2660,2740,2659,2740,227,836,2740,842,3,3
indicconformer_free,pyannote31,False,HZv_WvIr6lE__000021000_000105000,252,260,252,260,252,260,12,63,260,63,3,2
indicconformer_free,pyannote31,False,HpYG46tGyYs__000103000_000998000,2260,2552,2260,2552,2260,2552,69,2457,2552,2600,4,4
indicconformer_free,pyannote31,False,IAm1rt-MYcA__000004000_000558000,1599,1688,1599,1688,1600,1688,76,723,1688,727,4,4
indicconformer_free,pyannote31,False,Iare1Emeueg__000016000_000069000,137,139,137,139,137,139,7,34,139,34,2,2
indicconformer_free,pyannote31,False,IfTL8SSN270__000062000_000671000,2058,2214,2058,2214,2054,2214,181,1232,2214,1242,4,4
indicconformer_free,pyannote31,False,Ig6szCD8m20__000046000_000106000,172,193,172,193,170,193,25,164,193,171,2,2
indicconformer_free,pyannote31,False,Iqhnt8ENm3U__000027000_000088000,166,177,166,177,167,177,34,71,177,71,3,3
indicconformer_free,pyannote31,False,J4-VpEkBzWw__000000000_000600000,1446,1552,1446,1552,1444,1552,166,1103,1552,1124,7,7
indicconformer_free,pyannote31,False,JBYGLQJwFDc__000103000_000407000,660,680,660,680,657,680,53,152,680,153,3,2
indicconformer_free,pyannote31,False,JSB1CeS4pP8__000000000_000632000,1983,2088,1983,2088,1984,2088,237,1027,2088,1034,4,4
indicconformer_free,pyannote31,False,Jc5AVwg2cZM__000153000_000214000,161,172,161,172,161,172,17,85,172,86,3,3
indicconformer_free,pyannote31,False,KAtdcDieQMw__000057000_000599000,1687,1742,1687,1742,1679,1742,248,1137,1742,1145,3,3
indicconformer_free,pyannote31,False,KPkRi3GM7fs__000047000_000642000,1668,1773,1668,1773,1646,1773,118,1652,1773,1705,3,3
indicconformer_free,pyannote31,False,Kdi-ECuOaKg__000002000_000078000,97,91,96,91,85,91,28,76,91,78,6,4
indicconformer_free,pyannote31,False,L7xRazDdtgw__000019000_000083000,101,102,99,102,99,102,11,25,102,25,3,4
indicconformer_free,pyannote31,False,LBIWBxQ5H1s__000090000_001020000,2375,2452,2375,2452,2370,2452,307,1164,2452,1171,4,4
indicconformer_free,pyannote31,False,LK23jX9tgZM__000059000_000221000,537,548,537,548,537,548,15,117,548,121,3,2
indicconformer_free,pyannote31,False,LctYmmr9-Vg__000000000_000061000,128,139,128,139,126,139,6,62,139,62,2,2
indicconformer_free,pyannote31,False,LqQHdo7t5Ps__000198000_000498000,558,692,558,692,555,692,26,542,692,553,3,3
indicconformer_free,pyannote31,False,Md3p6RTanBg__000315000_000426000,265,298,265,298,263,298,2,163,298,167,3,3
indicconformer_free,pyannote31,False,MmtWBUK2DKE__000000000_000310000,1019,1083,1019,1083,1008,1083,84,744,1083,758,5,4
indicconformer_free,pyannote31,False,NLgHpYyf5bY__000313000_000383000,235,240,235,240,236,240,26,191,240,191,2,2
indicconformer_free,pyannote31,False,NuhdqCEuIBo__000197000_000540000,1283,1369,1283,1369,1280,1369,159,665,1369,676,3,3
indicconformer_free,pyannote31,False,O4_aeGFzZ8A__000000000_000335000,658,702,658,702,658,702,50,548,702,557,8,8
indicconformer_free,pyannote31,False,OXUt5KnlUMo__000091000_000181000,227,248,227,248,227,248,38,174,248,175,2,2
indicconformer_free,pyannote31,False,OxYCBQKZ3iY__000000000_001822000,5461,5525,5461,5525,5455,5525,947,1929,5525,1929,7,6
indicconformer_free,pyannote31,False,PCUA2q2C-2A__000045000_000107000,118,154,118,154,117,154,2,146,154,158,3,3
indicconformer_free,pyannote31,False,PEDfT9-Yf2o__000000000_000469000,922,1051,922,1051,911,1051,40,816,1051,840,3,3
indicconformer_free,pyannote31,False,PQB3-4sZUeY__000000000_001132000,2981,3024,2981,3024,2975,3024,448,1048,3024,1048,4,4
indicconformer_free,pyannote31,False,PRAzUz0GANs__000223000_000283000,193,194,193,194,193,194,23,103,194,103,2,2
indicconformer_free,pyannote31,False,PSIzXy5-y2E__000002000_000918000,2187,2480,2161,2480,2153,2480,157,1626,2480,1647,3,4
indicconformer_free,pyannote31,False,PVDfS7lcJHY__000000000_000360000,1009,1036,1007,1036,1001,1036,159,467,1036,467,6,6
indicconformer_free,pyannote31,False,Pjre5dpnKGA__000000000_000330000,749,769,749,769,748,769,130,357,769,359,4,3
indicconformer_free,pyannote31,False,QhpjuNTZoA8__000000000_000586000,1660,1572,1712,1572,1521,1572,901,1029,1572,1040,3,3
indicconformer_free,pyannote31,False,QuA_B6IZ6Ls__000061000_001863000,6268,6635,6242,6635,6221,6635,781,3346,6635,3366,4,5
indicconformer_free,pyannote31,False,RL2fhIEEbZg__000000000_000065000,154,164,154,164,154,164,15,81,164,81,3,2
indicconformer_free,pyannote31,False,RL2fhIEEbZg__000066000_001034000,2368,2570,2368,2570,2366,2570,232,1470,2570,1480,3,3
indicconformer_free,pyannote31,False,RWTmftezCwI__000000000_000060000,106,119,106,119,106,119,16,67,119,67,2,1
indicconformer_free,pyannote31,False,RZUZyvRzi80__000000000_000336000,913,1085,913,1085,909,1085,50,934,1085,964,4,4
indicconformer_free,pyannote31,False,SZ7ay4OjfAE__000000000_000897000,2090,2159,2090,2159,2076,2159,430,919,2159,926,5,5
indicconformer_free,pyannote31,False,T3I2T-cfhG4__000160000_000210000,97,116,97,116,97,116,0,98,116,101,2,2
indicconformer_free,pyannote31,False,TU3M6wSQV_g__000099000_000171000,199,216,199,216,198,216,14,118,216,119,2,2
indicconformer_free,pyannote31,False,Tlha36rSd5o__000240000_000374000,291,318,291,318,291,318,2,165,318,169,2,2
indicconformer_free,pyannote31,False,TrPnW5kLAyQ__000093000_000513000,965,1099,965,1099,965,1099,63,704,1099,712,4,4
indicconformer_free,pyannote31,False,U_EHjxThUgc__000181000_000289000,256,299,256,299,253,299,12,214,299,217,3,3
indicconformer_free,pyannote31,False,VHlIFsHPWbk__000023000_000470000,1222,1329,1222,1329,1225,1329,77,1004,1329,1048,4,4
indicconformer_free,pyannote31,False,VKY0uuZ6Om8__000575000_000935000,954,1077,954,1077,949,1077,89,574,1077,581,3,3
indicconformer_free,pyannote31,False,VY_4x1scS-Y__000013000_000121000,325,336,325,336,325,336,18,80,336,80,4,4
indicconformer_free,pyannote31+rule,False,0AEEA8NyVwY__000011000_000609000,1085,1333,1085,1333,1083,1333,49,952,1333,961,3,3
indicconformer_free,pyannote31+rule,False,0SoItGfM_sY__000007000_000088000,160,165,160,165,160,165,6,138,165,138,5,5
indicconformer_free,pyannote31+rule,False,0VEwL9XZ0LY__000261000_000557000,623,873,623,873,611,873,30,811,873,840,2,2
indicconformer_free,pyannote31+rule,False,0esIFSOAcFs__000000000_000913000,2587,2748,2587,2748,2584,2748,79,1348,2748,1353,3,3
indicconformer_free,pyannote31+rule,False,0p6cktLGIfY__000012000_000930000,2447,2567,2447,2567,2448,2567,169,1018,2567,1027,6,5
indicconformer_free,pyannote31+rule,False,13VBh0Z6QmE__000000000_000904000,2489,2499,2486,2499,2485,2499,110,182,2499,182,4,5
indicconformer_free,pyannote31+rule,False,1LFl5JEipII__000000000_000597000,1556,1590,1555,1590,1552,1590,127,299,1590,299,5,5
indicconformer_free,pyannote31+rule,False,2HGP34TNvjg__000084000_000194000,277,296,277,296,278,296,10,232,296,250,2,2
indicconformer_free,pyannote31+rule,False,2LN6vb7EBn0__000098000_000394000,745,751,745,751,744,751,26,40,751,40,3,3
indicconformer_free,pyannote31+rule,False,2T4pjueLrsk__000677000_001290000,2262,2314,2262,2314,2260,2314,171,546,2314,548,4,3
indicconformer_free,pyannote31+rule,False,2gGHQgj9yno__000000000_000099000,279,285,279,285,279,285,18,59,285,60,4,2
indicconformer_free,pyannote31+rule,False,2iMXYxBTwbM__000339000_000401000,180,188,180,188,180,188,19,45,188,45,3,2
indicconformer_free,pyannote31+rule,False,37dND_0r6S8__000060000_000222000,557,557,557,557,557,557,1,3,557,3,2,2
indicconformer_free,pyannote31+rule,False,4Qg2jWP6_T0__000136000_000202000,264,266,264,266,263,266,46,92,266,92,3,3
indicconformer_free,pyannote31+rule,False,6-726qTlYeg__000102000_000162000,210,214,210,214,211,214,50,87,214,87,2,2
indicconformer_free,pyannote31+rule,False,6ZeRgvDHwcI__000006000_000100000,182,189,182,189,180,189,26,77,189,77,2,2
indicconformer_free,pyannote31+rule,False,6f6TLzlP8Wk__000082000_000144000,234,236,234,236,234,236,65,115,236,115,2,2
indicconformer_free,pyannote31+rule,False,7L4gi7Ncc0s__000090000_000148000,126,125,126,125,125,125,7,122,125,122,2,2
indicconformer_free,pyannote31+rule,False,7WhVNRHbjIY__000091000_001089000,2426,2482,2426,2482,2425,2482,130,358,2482,359,5,5
indicconformer_free,pyannote31+rule,False,7YfsQPYY-W0__000351000_000411000,207,208,207,208,207,208,2,30,208,30,2,2
indicconformer_free,pyannote31+rule,False,7c9ePKgqams__000299000_000869000,1391,1522,1391,1522,1388,1522,95,1211,1522,1250,4,3
indicconformer_free,pyannote31+rule,False,7k-xDqNjESc__000073000_000981000,2162,2239,2162,2239,2070,2239,307,1814,2239,1842,4,2
indicconformer_free,pyannote31+rule,False,83gP2vLH7UY__000255000_002005000,5044,5799,5044,5799,5034,5799,351,3225,5799,3312,5,5
